date,x_i,S
2014-07-01,-4.569863399533261,E
2014-07-02,-4.61868320962041,E
2014-07-03,-4.745535657718488,E
2014-07-04,-4.947894559456084,E
2014-07-05,-5.224448089495041,E
2014-07-06,-5.575022086574676,E
2014-07-07,-6.000279068114883,E
2014-07-08,-6.501192903658721,E
2014-07-09,-7.078268375303551,E
2014-07-10,-7.730447685307196,E
2014-07-11,-8.453629630558844,E
2014-07-12,-9.238734775717084,E
2014-07-13,-10.069304352187938,E
2014-07-14,-10.918756679094034,E
2014-07-15,-11.747685193658926,E
2014-07-16,-12.501994950237048,E
2014-07-17,-13.113198833843848,E
2014-07-18,-13.502626501758883,E
2014-07-19,-13.591178641090869,E
2014-07-20,-13.314931707912962,E
2014-07-21,-12.643975054388243,E
2014-07-22,-11.598141633672142,E
2014-07-23,-10.251390434050023,E
2014-07-24,-8.719650551762138,E
2014-07-25,-7.134980754204585,E
2014-07-26,-5.616666782963867,E
2014-07-27,-4.25086849711429,E
2014-07-28,-3.084099728718754,E
2014-07-29,-2.12814150274946,E
2014-07-30,-1.370410494857532,E
2014-07-31,-0.7846369317369223,E
2014-08-01,-0.3392199568469028,E
2014-08-02,-0.0026746664691723043,E
2014-08-03,0.2533929905864311,E
2014-08-04,0.4530622056267233,E
2014-08-05,0.615964128993156,E
2014-08-06,0.7577450862422287,E
2014-08-07,0.8907962675513962,E
2014-08-08,1.0250502552544012,E
2014-08-09,1.168737204888405,E
2014-08-10,1.3290540017740562,E
2014-08-11,1.5127360838637016,E
2014-08-12,1.7265409658938382,E
2014-08-13,1.9776604190296112,E
2014-08-14,2.274078648116106,E
2014-08-15,2.6248888858309662,E
2014-08-16,3.0405711991607194,E
2014-08-17,3.533218942207105,E
2014-08-18,4.116677280765152,E
2014-08-19,4.806519315680708,E
2014-08-20,5.619725360428991,E
2014-08-21,6.57383743351284,E
2014-08-22,7.685220545786189,E
2014-08-23,8.965865573516957,E
2014-08-24,10.417928724995356,E
2014-08-25,12.025001055714256,E
2014-08-26,13.739180718993484,E
2014-08-27,15.463936801101271,E
2014-08-28,17.035511090231378,E
2014-08-29,18.211405171179134,E
2014-08-30,18.68316052489173,E
2014-08-31,18.136518701885596,E
2014-09-01,16.369597434890842,E
2014-09-02,13.431604099829482,E
2014-09-03,9.680599872788706,E
2014-09-04,5.669076146041274,E
2014-09-05,1.910440639467831,E
2014-09-06,-1.2921386693808041,E
2014-09-07,-3.8541778472996824,E
2014-09-08,-5.8218016902813385,E
2014-09-09,-7.28625701256475,E
2014-09-10,-8.336978689974046,E
2014-09-11,-9.045439269628067,E
2014-09-12,-9.464783265881865,E
2014-09-13,-9.635445754430007,E
2014-09-14,-9.59182614062294,E
2014-09-15,-9.36770521878465,E
2014-09-16,-8.999374329350513,E
2014-09-17,-8.52623360949816,E
2014-09-18,-7.989256580339625,E
2014-09-19,-7.428199007651244,E
2014-09-20,-6.878614950176545,E
2014-09-21,-6.369575287855024,E
2014-09-22,-5.922569954024231,E
2014-09-23,-5.5516198080940535,E
2014-09-24,-5.264302456118938,E
2014-09-25,-5.063272124395217,E
2014-09-26,-4.947889195112412,E
2014-09-27,-4.91569049383625,E
2014-09-28,-4.963557381309833,E
2014-09-29,-5.088536628266784,E
2014-09-30,-5.288327882137071,E
2014-10-01,-5.561475773579768,E
2014-10-02,-5.907304272299037,E
2014-10-03,-6.325615535476169,E
2014-10-04,-6.8161529690250475,E
2014-10-05,-7.377804760799782,E
2014-10-06,-8.007506053020888,E
2014-10-07,-8.698793951200487,E
2014-10-08,-9.439993634626317,E
2014-10-09,-10.212087206009759,E
2014-10-10,-10.986467419995222,E
2014-10-11,-11.723031367511519,E
2014-10-12,-12.369421448859635,E
2014-10-13,-12.862590711377067,E
2014-10-14,-13.134030792864989,E
2014-10-15,-13.119559316153255,E
2014-10-16,-12.773104074634839,E
2014-10-17,-12.081451664851185,E
2014-10-18,-11.07448094230455,E
2014-10-19,-9.825063221113393,E
2014-10-20,-8.436267435439966,E
2014-10-21,-7.0196743957011805,E
2014-10-22,-5.6732781668893715,E
2014-10-23,-4.466923135217803,E
2014-10-24,-3.4382511544488397,E
2014-10-25,-2.5969668608183594,E
2014-10-26,-1.9330435941152206,E
2014-10-27,-1.4251714672863938,E
2014-10-28,-1.0474951414382532,E
2014-10-29,-0.7741380086207701,E
2014-10-30,-0.5817810180817413,E
2014-10-31,-0.45081798366268894,E
2014-11-01,-0.3655959741171567,E
2014-11-02,-0.31413992989448525,E
2014-11-03,-0.2876387017344832,E
2014-11-04,-0.27986700807898446,E
2014-11-05,-0.2866418443969255,E
2014-11-06,-0.3053605593679479,E
2014-11-07,-0.3346360247894405,E
2014-11-08,-0.37402663565510036,E
2014-11-09,-0.42385059444239637,E
2014-11-10,-0.48507144023761034,E
2014-11-11,-0.5592425140539962,E
2014-11-12,-0.6485003244647358,E
2014-11-13,-0.7555995726925437,E
2014-11-14,-0.8839853437462712,E
2014-11-15,-1.0379003700267455,E
2014-11-16,-1.222527149692809,E
2014-11-17,-1.4441658771429173,E
2014-11-18,-1.7104493154398033,E
2014-11-19,-2.030594326804476,E
2014-11-20,-2.415685676425648,E
2014-11-21,-2.878978935218414,E
2014-11-22,-3.436192295326696,E
2014-11-23,-4.105725796995498,E
2014-11-24,-4.908690677553281,E
2014-11-25,-5.8685349653499,E
2014-11-26,-7.009889557245493,E
2014-11-27,-8.35599964444435,E
2014-11-28,-9.923719850032963,E
2014-11-29,-11.714549345069791,E
2014-11-30,-13.699725553927632,E
2014-12-01,-15.797534420270178,E
2014-12-02,-17.84310647781294,E
2014-12-03,-19.557638985134087,E
2014-12-04,-20.538111391752025,E
2014-12-05,-20.30779357670745,E
2014-12-06,-18.471224886079924,E
2014-12-07,-14.957873819412281,E
2014-12-08,-10.198330517222054,E
2014-12-09,-5.004200727529661,E
2014-12-10,-0.16307373863093133,E
2014-12-11,3.8866130343578957,E
2014-12-12,7.0516163111843095,E
2014-12-13,9.402767555308367,E
2014-12-14,11.032167944682708,E
2014-12-15,11.999369182577205,E
2014-12-16,12.334344310446676,E
2014-12-17,12.064820571944423,E
2014-12-18,11.247220130393776,E
2014-12-19,9.985786961024415,E
2014-12-20,8.42964346120999,E
2014-12-21,6.748042185350663,E
2014-12-22,5.096261284595304,E
2014-12-23,3.5888905887581237,E
2014-12-24,2.2900981412894788,E
2014-12-25,1.2192579834931345,E
2014-12-26,0.36420094354332444,E
2014-12-27,-0.30501547206064994,E
2014-12-28,-0.8254400942392507,E
2014-12-29,-1.2343950235404937,E
2014-12-30,-1.565822841800295,E
2014-12-31,-1.8488287513047583,E
2015-01-01,-2.1075575639842454,E
2015-01-02,-2.36178344855478,E
2015-01-03,-2.6278067063451447,E
2015-01-04,-2.9194133735071963,E
2015-01-05,-3.248762135135801,E
2015-01-06,-3.6271291101904346,E
2015-01-07,-4.065474439712801,E
2015-01-08,-4.574802737760104,E
2015-01-09,-5.166276966138464,E
2015-01-10,-5.851014168594556,E
2015-01-11,-6.639441933719952,E
2015-01-12,-7.5400268757605975,E
2015-01-13,-8.557106176963698,E
2015-01-14,-9.687480374280806,E
2015-01-15,-10.915413209978846,E
2015-01-16,-12.205847850818252,E
2015-01-17,-13.49619804385233,E
2015-01-18,-14.68830790776773,E
2015-01-19,-15.644333118560368,E
2015-01-20,-16.19305747990404,E
2015-01-21,-16.154689468797958,E
2015-01-22,-15.388406895586378,E
2015-01-23,-13.853476914449569,E
2015-01-24,-11.654647044573395,E
2015-01-25,-9.03422550581936,E
2015-01-26,-6.299489738201753,E
2015-01-27,-3.723708184336654,E
2015-01-28,-1.4797937737809375,E
2015-01-29,0.3680540180002507,E
2015-01-30,1.834261386456483,E
2015-01-31,2.974501973849471,E
2015-02-01,3.857994334879242,E
2015-02-02,4.551914474309772,E
2015-02-03,5.1144996586435605,E
2015-02-04,5.593065191952169,E
2015-02-05,6.024372320776263,E
2015-02-06,6.435902566947792,E
2015-02-07,6.84729870041777,E
2015-02-08,7.2716209912134255,E
2015-02-09,7.716271403908004,E
2015-02-10,8.183547082408488,E
2015-02-11,8.670848998031866,E
2015-02-12,9.170621072590837,E
2015-02-13,9.670146369436479,E
2015-02-14,10.15138820606692,E
2015-02-15,10.591132932789742,E
2015-02-16,10.961749803007846,E
2015-02-17,11.232893450355851,E
2015-02-18,11.37437888208052,E
2015-02-19,11.360201211107903,E
2015-02-20,11.173242261349282,E
2015-02-21,10.809700282533054,E
2015-02-22,10.281930225800195,E
2015-02-23,9.61848540455287,E
2015-02-24,8.860861433608534,E
2015-02-25,8.057561595362197,E
2015-02-26,7.257087907765252,E
2015-02-27,6.50176631118706,E
2015-02-28,5.823799815131132,E
2015-03-01,5.243975679633023,E
2015-03-02,4.772581423501367,E
2015-03-03,4.411649622742407,E
2015-03-04,4.157656482237364,E
2015-03-05,4.004050774847446,E
2015-03-06,3.9432884000847497,E
2015-03-07,3.9682807583998425,E
2015-03-08,4.073303086555304,E
2015-03-09,4.254467203370241,E
2015-03-10,4.509869260715636,E
2015-03-11,4.839500751157221,E
2015-03-12,5.244975739590407,E
2015-03-13,5.729087405906764,E
2015-03-14,6.295166072155672,E
2015-03-15,6.946170349773015,E
2015-03-16,7.683404966334523,E
2015-03-17,8.504729607500119,E
2015-03-18,9.402118629427834,E
2015-03-19,10.358484232938634,E
2015-03-20,11.343841888117472,E
2015-03-21,12.311256273836529,E
2015-03-22,13.193635499261871,E
2015-03-23,13.903327445717398,E
2015-03-24,14.33733154688689,E
2015-03-25,14.390993994112764,E
2015-03-26,13.98103937379225,E
2015-03-27,13.073779894248249,E
2015-03-28,11.707698329805796,E
2015-03-29,9.996508614408956,E
2015-03-30,8.105432461937964,E
2015-03-31,6.208776231155873,E
2015-04-01,4.448946538940788,E
2015-04-02,2.914235981730012,E
2015-04-03,1.6385951337793145,E
2015-04-04,0.6150088664899795,E
2015-04-05,-0.18784162925430237,E
2015-04-06,-0.8118238734599588,E
2015-04-07,-1.3002915410250093,E
2015-04-08,-1.693139597875993,E
2015-04-09,-2.024734343814727,E
2015-04-10,-2.3235872491807306,E
2015-04-11,-2.612956381656278,E
2015-04-12,-2.9118497782307102,E
2015-04-13,-3.236117583151413,E
2015-04-14,-3.5994590743979487,E
2015-04-15,-4.014253523201154,E
2015-04-16,-4.492164972229338,E
2015-04-17,-5.044480987197647,E
2015-04-18,-5.682130824138602,E
2015-04-19,-6.415292967628581,E
2015-04-20,-7.252448274754472,E
2015-04-21,-8.198668194329914,E
2015-04-22,-9.252862672417725,E
2015-04-23,-10.40368748955332,E
2015-04-24,-11.623908665575476,E
2015-04-25,-12.86339553878376,E
2015-04-26,-14.041794373030054,E
2015-04-27,-15.043544118357948,E
2015-04-28,-15.72014013773363,E
2015-04-29,-15.906354246815113,E
2015-04-30,-15.455695629297143,E
2015-05-01,-14.29192064216947,E
2015-05-02,-12.457540698875105,E
2015-05-03,-10.12760358655827,E
2015-05-04,-7.567176320075952,E
2015-05-05,-5.048355552678709,E
2015-05-06,-2.7746608074942767,E
2015-05-07,-0.8504648808396449,E
2015-05-08,0.7057581239694735,E
2015-05-09,1.9294808473573655,E
2015-05-10,2.880630269684757,E
2015-05-11,3.6242173526906787,E
2015-05-12,4.220226465476034,E
2015-05-13,4.719550256130128,E
2015-05-14,5.163214301400337,E
2015-05-16,6.003369114943673,P
2015-05-17,6.4414711988376965,P
2015-05-18,6.909460234971657,P
2015-05-19,7.4145075949653645,P
2015-05-20,7.959158547685176,P
2015-05-21,8.541135603259224,P
2015-05-22,9.15276222586127,P
2015-05-23,9.7801122327799,P
2015-05-24,10.402082712965932,P
2015-05-25,10.989721401315501,P
2015-05-26,11.506300938304207,P
2015-05-27,11.908770592683787,P
2015-05-28,12.151221459047523,P
2015-05-29,12.190714132449848,P
2015-05-30,11.995100863510244,P
2015-05-31,11.551373838127242,P
2015-06-01,10.872001970676838,P
2015-06-02,9.996448276164996,P
2015-06-03,8.98625620563849,P
2015-06-04,7.914574226629348,P
2015-06-05,6.853434375150148,P
2015-06-06,5.862910479577548,P
2015-06-07,4.984979928171941,P
2015-06-08,4.242564681171931,P
2015-06-09,3.642367051756987,P
2015-06-10,3.17948868822408,P
2015-06-11,2.842179157070058,P
2015-06-12,2.615777606764872,P
2015-06-13,2.4855346245993184,P
2015-06-14,2.4383794095780926,P
2015-06-15,2.46385998576151,P
2015-06-16,2.5545132463763696,P
2015-06-17,2.7058864749898555,P
2015-06-18,2.9163752580660103,P
2015-06-19,3.186985648038846,P
2015-06-20,3.5210791443879144,P
2015-06-21,3.9241184075387348,P
2015-06-22,4.403396767104847,P
2015-06-23,4.9677008172263815,P
2015-06-24,5.626817070545217,P
2015-06-25,6.39074495351217,P
2015-06-26,7.268414761421169,P
2015-06-27,8.265630588286395,P
2015-06-28,9.381877309279126,P
2015-06-29,10.605588706371435,P
2015-06-30,11.907568744633641,P
2015-07-01,13.232681571805633,P
2015-07-02,14.490981577661797,P
2015-07-03,15.551464167028847,P
2015-07-04,16.244517507678136,P
2015-07-05,16.38158112986363,P
2015-07-06,15.798723201993825,P
2015-07-07,14.419561790188666,P
2015-07-08,12.311915050556774,P
2015-07-09,9.697179725844332,P
2015-07-10,6.8888216909802935,P
2015-07-11,4.188165082640278,P
2015-07-12,1.8014875046058623,P
2015-07-13,-0.18197260606456633,P
2015-07-14,-1.763635909955651,P
2015-07-15,-2.9952892210010114,P
2015-07-16,-3.9471769894469966,P
2015-07-17,-4.689405321527028,P
2015-07-18,-5.28344275952628,P
2015-07-19,-5.7794477043681685,P
2015-07-20,-6.216415893847555,P
2015-07-21,-6.623443935793369,P
2015-07-22,-7.021245751824373,P
2015-07-23,-7.423521168325079,P
2015-07-24,-7.838015216926785,P
2015-07-25,-8.267230933057615,P
2015-07-26,-8.708828553197918,P
2015-07-27,-9.155792539076444,P
2015-07-28,-9.596491554285967,P
2015-07-29,-10.014801698363716,P
2015-07-30,-10.390506221888282,P
2015-07-31,-10.700209865983776,P
2015-08-01,-10.91898428184207,P
2015-08-02,-11.022856458311708,P
2015-08-03,-10.992038001420775,P
2015-08-04,-10.81448267751378,P
2015-08-05,-10.48903762509951,P
2015-08-06,-10.027278502150097,P
2015-08-07,-9.453260456440265,P
2015-08-08,-8.800933791221379,P
2015-08-09,-8.10970961100902,P
2015-08-10,-7.419280400508053,P
2015-08-11,-6.764987304074085,P
2015-08-12,-6.174705877623347,P
2015-08-13,-5.667606748483639,P
2015-08-14,-5.254562233466748,P
2015-08-15,-4.939636170529866,P
2015-08-16,-4.722043279332114,P
2015-08-17,-4.598097331184581,P
2015-08-18,-4.5628604610688015,P
2015-08-19,-4.611375368533569,P
2015-08-20,-4.739474947696922,P
2015-08-21,-4.944220621876216,P
2015-08-22,-5.224035622197182,P
2015-08-23,-5.578588314681325,P
2015-08-24,-6.00845555803832,P
2015-08-25,-6.514564940602359,P
2015-08-26,-7.097382855653172,P
2015-08-27,-7.7557875615135625,P
2015-08-28,-8.485549978684682,P
2015-08-29,-9.277353484166987,P
2015-08-30,-10.114340970571346,P
2015-08-31,-10.969319026799253,P
2015-09-01,-11.802019075201882,P
2015-09-02,-12.557241986350919,P
2015-09-03,-13.16525129086309,P
2015-09-04,-13.54621442537217,P
2015-09-05,-13.620340287067473,P
2015-09-06,-13.323948912317132,P
2015-09-07,-12.628658601042181,P
2015-09-08,-11.557071963069694,P
2015-09-09,-10.186542536680776,P
2015-09-10,-8.635992524230105,P
2015-09-11,-7.039145120912629,P
2015-09-12,-5.515297529862617,P
2015-09-13,-4.149331267916761,P
2015-09-14,-2.985895142373428,P
2015-09-15,-2.0349414363889595,P
2015-09-16,-1.2824363060525035,P
2015-09-17,-0.7011220787909048,P
2015-09-18,-0.25881006183788574,P
2015-09-19,0.07628594806799988,P
2015-09-20,0.33268587690632584,P
2015-09-21,0.53450770461347,P
2015-09-22,0.7013970085672098,P
2015-09-23,0.8490314613578815,P
2015-09-24,0.9898762502062631,P
2015-09-25,1.133996197190045,P
2015-09-26,1.2898216105572673,P
2015-09-27,1.4648240968580701,P
2015-09-28,1.6660937233867752,P
2015-09-29,1.9008271606791143,P
2015-09-30,2.176743246357176,P
2015-10-01,2.502441489166994,P
2015-10-02,2.887712295050577,P
2015-10-03,3.3437953131525884,P
2015-10-04,3.8835625867448336,P
2015-10-05,4.521572324438133,P
2015-10-06,5.273890626795923,P
2015-10-07,6.15750290919425,P
2015-10-08,7.1890219555724055,P
2015-10-09,8.382234350525515,P
2015-10-10,9.743812936179664,P
2015-10-11,11.26630438533106,P
2015-10-12,12.917431928861674,P
2015-10-13,14.625217137180307,P
2015-10-14,16.260182893314358,P
2015-10-15,17.62007055613607,P
2015-10-16,18.429744949160934,P
2015-10-17,18.376735677410824,P
2015-10-18,17.200819883206858,P
2015-10-19,14.826347892828533,P
2015-10-20,11.466073383125694,P
2015-10-21,7.591109688775306,P
2015-10-22,3.7435259208862894,P
2015-10-23,0.3240837812817956,P
2015-10-24,-2.490330190273659,P
2015-10-25,-4.694477721775707,P
2015-10-26,-6.36417120139713,P
2015-10-27,-7.592530703497522,P
2015-10-28,-8.461168687416146,P
2015-10-29,-9.03304217328865,P
2015-10-30,-9.355032340834056,P
2015-10-31,-9.463611504363211,P
2015-11-01,-9.390465223068833,P
2015-11-02,-9.166672180413315,P
2015-11-03,-8.824903753413844,P
2015-11-04,-8.399652106136768,P
2015-11-05,-7.9259211847827995,P
2015-11-06,-7.437096275918468,P
2015-11-07,-6.962770520326826,P
2015-11-08,-6.527141913332196,P
2015-11-09,-6.148289325001883,P
2015-11-10,-5.838324483214884,P
2015-11-11,-5.604202787613588,P
2015-11-12,-5.448893244209119,P
2015-11-13,-5.37263049312007,P
2015-11-14,-5.374048920365964,P
2015-11-15,-5.451085137321837,P
2015-11-16,-5.601604296995917,P
2015-11-17,-5.823748856911819,P
2015-11-18,-6.116027304719662,P
2015-11-19,-6.477161374903439,P
2015-11-20,-6.905700599532672,P
2015-11-21,-7.399399426803917,P
2015-11-22,-7.9543412937237,P
2015-11-23,-8.563793793162855,P
2015-11-24,-9.216799967676865,P
2015-11-25,-9.896567006336266,P
2015-11-26,-10.578821814141842,P
2015-11-27,-11.230475363131927,P
2015-11-28,-11.809165991139336,P
2015-11-29,-12.26447789198919,P
2015-11-30,-12.541713638605795,P
2015-12-01,-12.588807712196898,P
2015-12-02,-12.366066523445063,P
2015-12-03,-11.856906162554381,P
2015-12-04,-11.076175945457202,P
2015-12-05,-10.072146920846704,P
2015-12-06,-8.919890048089842,P
2015-12-07,-7.707352146563719,P
2015-12-08,-6.518914597984671,P
2015-12-09,-5.422130866794076,P
2015-12-10,-4.461139117141624,P
2015-12-11,-3.6568044907792125,P
2015-12-12,-3.011276337734749,P
2015-12-13,-2.514174862262341,P
2015-12-14,-2.148402047508578,P
2015-12-15,-1.8946261377060016,P
2015-12-16,-1.7342643658627308,P
2015-12-17,-1.651186259021042,P
2015-12-18,-1.6324866619817273,P
2015-12-19,-1.668662504561517,P
2015-12-20,-1.753457755892344,P
2015-12-21,-1.8835626816442912,P
2015-12-22,-2.05828569314979,P
2015-12-23,-2.2792641789970123,P
2015-12-24,-2.5502437605004826,P
2015-12-25,-2.8769297900412014,P
2015-12-26,-3.2668960788096393,P
2015-12-27,-3.729518974759839,P
2015-12-28,-4.275884904456781,P
2015-12-29,-4.918590602661599,P
2015-12-30,-5.671310675348238,P
2015-12-31,-6.547938962480755,P
2016-01-01,-7.561010764788795,P
2016-01-02,-8.718980225157786,P
2016-01-03,-10.021778047887121,P
2016-01-04,-11.453976001776892,P
2016-01-05,-12.975010015863978,P
2016-01-06,-14.506627130425208,P
2016-01-07,-15.919629347534126,P
2016-01-08,-17.02574233817691,P
2016-01-09,-17.585804066335157,P
2016-01-10,-17.34914733146478,P
2016-01-11,-16.132417038113115,P
2016-01-12,-13.919025043438356,P
2016-01-13,-10.920310153620656,P
2016-01-14,-7.531341346798079,P
2016-01-15,-4.184095310407404,P
2016-01-16,-1.1967404397481745,P
2016-01-17,1.2840999806365416,P
2016-01-18,3.2487593479363284,P
2016-01-19,4.759898306144665,P
2016-01-21,6.7580220389238495,V
2016-01-22,7.393611123768917,V
2016-01-23,7.861515943979598,V
2016-01-24,8.200508352933532,V
2016-01-25,8.438807371649231,V
2016-01-26,8.596846039061601,V
2016-01-27,8.689618215076566,V
2016-01-28,8.728529624857112,V
2016-01-29,8.722781453218165,V
2016-01-30,8.680346458680196,V
2016-01-31,8.60860312782432,V
2016-02-01,8.514691935117545,V
2016-02-02,8.405655687280293,V
2016-02-03,8.28842389847373,V
2016-02-04,8.169697802756113,V
2016-02-05,8.055786558462861,V
2016-02-06,7.95243597345601,V
2016-02-07,7.864679385367162,V
2016-02-08,7.796727714697177,V
2016-02-09,7.751903971795779,V
2016-02-10,7.732618130607322,V
2016-02-11,7.740372121597288,V
2016-02-12,7.7757818777395205,V
2016-02-13,7.838603485670875,V
2016-02-14,7.927752866864902,V
2016-02-15,8.041312326673982,V
2016-02-16,8.176522173598064,V
2016-02-17,8.329761011776746,V
2016-02-18,8.496523953218883,V
2016-02-19,8.671413587476419,V
2016-02-20,8.848163624033008,V
2016-02-21,9.019718896301086,V
2016-02-22,9.178396663867941,V
2016-02-23,9.316151260141948,V
2016-02-24,9.42495539427978,V
2016-02-25,9.497295633728069,V
2016-02-26,9.52675700636081,V
2016-02-27,9.50864493050275,V
2016-02-28,9.44056744004213,V
