date,x_i,S
2016-02-29,9.322884962185048,V
2016-03-01,9.15893701955185,V
2016-03-02,8.954980203713475,V
2016-03-03,8.7198178765357,V
2016-03-04,8.46415939340388,V
2016-03-05,8.199799447613504,V
2016-03-06,7.938740563371958,V
2016-03-07,7.692384472822762,V
2016-03-08,7.470892074951035,V
2016-03-09,7.282767133201358,V
2016-03-10,7.134670278870251,V
2016-03-11,7.0314299268392215,V
2016-03-12,6.9761923852707355,V
2016-03-13,6.970645476492416,V
2016-03-14,7.015254711118032,V
2016-03-15,7.109463121104191,V
2016-03-16,7.25182043151288,V
2016-03-17,7.440021179239037,V
2016-03-18,7.670843410672273,V
2016-03-19,7.939990032629742,V
2016-03-20,8.24184514637644,V
2016-03-21,8.56916968542339,V
2016-03-22,8.912776270020741,V
2016-03-23,9.261243443552235,V
2016-03-24,9.600753551635584,V
2016-03-25,9.915162355279778,V
2016-03-26,10.186423190148554,V
2016-03-27,10.395479996498825,V
2016-03-28,10.52369464092017,V
2016-03-29,10.55477114024988,V
2016-03-30,10.476984990812998,V
2016-03-31,10.28535146113513,V
2016-04-01,9.983238179151064,V
2016-04-02,9.58292705956528,V
2016-04-03,9.104813680147082,V
2016-04-04,8.575275267259475,V
2016-04-05,8.023622911388928,V
2016-04-06,7.47881490136785,V
2016-04-07,6.966630837884164,V
2016-04-08,6.507796091888333,V
2016-04-09,6.117219260618838,V
2016-04-10,5.80420759467678,V
2016-04-11,5.57335109266122,V
2016-04-12,5.4257289378686,V
2016-04-13,5.360150163675377,V
2016-04-14,5.3742373906560355,V
2016-04-15,5.465255422350145,V
2016-04-16,5.6306542796137435,V
2016-04-17,5.868334667135529,V
2016-04-18,6.176657671314655,V
2016-04-19,6.554217421503104,V
2016-04-20,6.999383165414359,V
2016-04-21,7.509602606343497,V
2016-04-22,8.080448296478922,V
2016-04-23,8.704391716592056,V
2016-04-24,9.369316821917801,V
2016-04-25,10.056851564556354,V
2016-04-26,10.740719227299012,V
2016-04-27,11.3855015752501,V
2016-04-28,11.946446864034412,V
2016-04-29,12.371173301844959,V
2016-04-30,12.6041468258744,V
2016-05-01,12.59440000221019,V
2016-05-02,12.305887801475023,V
2016-05-03,11.72823541090896,V
2016-05-04,10.884129936927657,V
2016-05-05,9.829496160325368,V
2016-05-06,8.644812498735956,V
2016-05-07,7.419816254215982,V
2016-05-08,6.237011562343792,V
2016-05-09,5.159546097712733,V
2016-05-10,4.226233734725073,V
2016-05-11,3.4530417752922298,V
2016-05-12,2.8383828612394897,V
2016-05-13,2.3694719116189304,V
2016-05-14,2.027963218175102,V
2016-05-15,1.7941281693136266,V
2016-05-16,1.6495308398971862,V
2016-05-17,1.578483094020463,V
2016-05-18,1.5686421450472758,V
2016-05-19,1.6110767253931912,V
2016-05-20,1.700051156222189,V
2016-05-21,1.8326981031052143,V
2016-05-22,2.008685660986051,V
2016-05-23,2.229935913854616,V
2016-05-24,2.5004183187063687,V
2016-05-25,2.8260182001392833,V
2016-05-26,3.2144637344989153,V
2016-05-27,3.6752793238677537,V
2016-05-28,4.21971423427323,V
2016-05-29,4.860567156929933,V
2016-05-30,5.611783140249872,V
2016-05-31,6.487631025630586,V
2016-06-01,7.501168926040269,V
2016-06-02,8.661569082949441,V
2016-06-03,9.969716500201217,V
2016-06-04,11.411381457059171,V
2016-06-05,12.947364480460207,V
2016-06-06,14.500688145648862,V
2016-06-07,15.942786541400906,V
2016-06-08,17.08443077875484,V
2016-06-09,17.682710903195545,V
2016-06-10,17.479590803171746,V
2016-06-11,16.28157459192501,V
2016-06-12,14.062864049482453,V
2016-06-13,11.032044492084415,V
2016-06-14,7.59084824784539,V
2016-06-15,4.183875376067094,V
2016-06-16,1.140690207311084,V
2016-06-17,-1.386169781557871,V
2016-06-18,-3.3858714898887934,V
2016-06-19,-4.922003457195697,V
2016-06-20,-6.080764283363851,V
2016-06-21,-6.94394717543933,V
2016-06-22,-7.579059952258394,V
2016-06-23,-8.038067269878143,V
2016-06-24,-8.35955767786955,V
2016-06-25,-8.57182091464148,V
2016-06-26,-8.695789685776514,V
2016-06-27,-8.747482078805017,V
2016-06-28,-8.739866425426886,V
2016-06-29,-8.684180108338483,V
2016-06-30,-8.590773068380946,V
2016-07-01,-8.469561031581238,V
2016-07-02,-8.330179293846285,V
2016-07-03,-8.181928941229964,V
2016-07-04,-8.033602754124516,V
2016-07-05,-7.893266667867252,V
2016-07-06,-7.76805518982503,V
2016-07-07,-7.664018140662348,V
2016-07-08,-7.5860350064662425,V
2016-07-09,-7.53779531508398,V
2016-07-10,-7.5218308681927795,V
2016-07-11,-7.539578974111884,V
2016-07-12,-7.591454409090075,V
2016-07-13,-7.676910377583155,V
2016-07-14,-7.794473815618046,V
2016-07-15,-7.9417468341376285,V
2016-07-16,-8.11537323127904,V
2016-07-17,-8.310976540367058,V
2016-07-18,-8.523084007014884,V
2016-07-19,-8.745059177421684,V
2016-07-20,-8.969074067507439,V
2016-07-21,-9.186159122543241,V
2016-07-22,-9.386373354161773,V
2016-07-23,-9.559135103990114,V
2016-07-24,-9.693742134087707,V
2016-07-25,-9.780084959897788,V
2016-07-26,-9.809518711261802,V
2016-07-27,-9.775810329171726,V
2016-07-28,-9.676030119757746,V
2016-07-29,-9.511225994452593,V
2016-07-30,-9.286722789215203,V
2016-07-31,-9.011938591477543,V
2016-08-01,-8.69970036234139,V
2016-08-02,-8.365149344848378,V
2016-08-03,-8.024418213245777,V
2016-08-04,-7.693305314277975,V
2016-08-05,-7.38615355685872,V
2016-08-06,-7.115073290427211,V
2016-08-07,-6.889557592359432,V
2016-08-08,-6.716455068442349,V
2016-08-09,-6.600209870930264,V
2016-08-10,-6.543256752468011,V
2016-08-11,-6.5464644591327374,V
2016-08-12,-6.609542208660631,V
2016-08-13,-6.731350445719715,V
2016-08-14,-6.9100810666483445,V
2016-08-15,-7.143290487799044,V
2016-08-16,-7.427781202647771,V
2016-08-17,-7.759335896632563,V
2016-08-18,-8.132316072330687,V
2016-08-19,-8.539148434284948,V
2016-08-20,-8.969741108634482,V
2016-08-21,-9.41090164978604,V
2016-08-22,-9.845871116700126,V
2016-08-23,-10.254139825560628,V
2016-08-24,-10.611758441176335,V
2016-08-25,-10.892377936397743,V
2016-08-26,-11.06920588205331,V
2016-08-27,-11.117913624008194,V
2016-08-28,-11.020250421186093,V
2016-08-29,-10.767758268677142,V
2016-08-30,-10.364666009714435,V
2016-08-31,-9.828971533344044,V
2016-09-01,-9.191056896318955,V
2016-09-02,-8.489897000099168,V
2016-09-03,-7.767736950041476,V
2016-09-04,-7.064619250448253,V
2016-09-05,-6.414079865383752,V
2016-09-06,-5.840777516282796,V
2016-09-07,-5.360108576602119,V
2016-09-08,-4.979329031679537,V
2016-09-09,-4.699500794735091,V
2016-09-10,-4.517647749911517,V
2016-09-11,-4.428706195447985,V
2016-09-12,-4.427063089581985,V
2016-09-13,-4.507631089744289,V
2016-09-14,-4.666498708764473,V
2016-09-15,-4.901228938004153,V
2016-09-16,-5.210878718345266,V
2016-09-17,-5.595790313361797,V
2016-09-18,0.0,V
2016-09-19,0.0,V
2016-09-20,0.0,V
2016-09-21,0.0,V
2016-09-22,0.0,V
2016-09-23,0.0,V
2016-09-24,0.0,V
2016-09-25,0.0,V
