date,x_i,isNull,S
84,8.218691856189462,False,E
85,5.92590359790908,False,E
86,3.805643089996578,False,E
87,1.972087152456768,False,E
88,0.4629912981235882,False,E
89,-0.7382394544163917,False,E
90,-1.6774893815653367,False,E
91,-2.4110521391299486,False,E
92,-2.9943950603459224,False,E
93,-3.476752463892014,False,E
94,-3.899319251558463,False,E
95,-4.295368980699348,False,E
96,-4.691237057064764,False,E
97,-5.107552112662746,False,E
98,-5.560371735134815,False,E
99,-6.062034155227153,False,E
100,-6.62161855645992,False,E
101,-7.244942745696093,False,E
102,-7.934039246200392,False,E
103,-8.686058825861126,False,E
104,-9.491577118088022,False,E
105,-10.332356681410927,False,E
106,-11.178784659047583,False,E
107,-11.987507692568805,False,E
108,-12.700234535894408,False,E
109,-13.245190647845066,False,E
110,-13.543010139669656,False,E
111,-13.518403413409597,False,E
112,-13.117114018809477,False,E
113,-12.324371890912996,False,E
114,-11.17762474952326,False,E
115,-9.76578830797634,False,E
116,-8.212109809999586,False,E
117,-6.646320779629854,False,E
118,-5.177759486544825,False,E
119,-3.879465850120832,False,E
120,-2.785842145390945,False,E
121,-1.8998548735822993,False,E
122,-1.2038002098491434,False,E
123,-0.6693002282148919,False,E
124,-0.264666317455987,False,E
125,0.04053651166003891,False,E
126,0.2731533281364662,False,E
127,0.4556180009331292,False,E
128,0.6060422260177069,False,E
129,0.7387789022994217,False,E
130,0.8651770886804494,False,E
131,0.9943626517617744,False,E
132,1.1339596891627386,False,E
133,1.2907196424841196,False,E
134,1.471055318571463,False,E
135,1.6814924502940911,False,E
136,1.9290570261114204,False,E
137,2.221615832248651,False,E
138,2.5681823396248573,False,E
139,2.979190586453093,False,E
140,3.466724868879682,False,E
141,4.0446698752192765,False,E
142,4.7287091125594625,False,E
143,5.536040836770294,False,E
144,6.484588523171942,False,E
145,7.591343016194504,False,E
146,8.86927469977092,False,E
147,10.322005550016913,False,E
148,11.935206041621864,False,E
149,13.663710412897057,False,E
150,15.41416886056852,False,E
151,17.02569035214934,False,E
152,18.25667003429155,False,E
153,18.79493184525134,False,E
154,18.31525028563626,False,E
155,16.597684605975296,False,E
156,13.672654502682008,False,E
157,9.890153320086347,False,E
158,5.812249984408451,False,E
159,1.97303120003905,False,E
160,-1.3061132220067302,False,E
161,-3.931643673267649,False,E
162,-5.94756791841712,False,E
163,-7.445550316036935,False,E
164,-8.51542807792799,False,E
165,-9.228431524289437,False,E
166,-9.63718316480417,False,E
167,-9.782013335040991,False,E
168,-9.698286800955717,False,E
169,-9.422188928783966,False,E
170,-8.993798710044002,False,E
171,-8.457197765613206,False,E
172,-7.85816123811547,False,E
173,-7.240564754123504,False,E
174,-6.642821499196028,False,E
175,-6.095381957314455,False,E
176,-5.619763457296325,False,E
177,-5.229013800416806,False,E
178,-4.9291635166976615,False,E
179,-4.721131317863714,False,E
180,-4.6026398736908885,False,E
181,-4.569863399533261,False,E
182,-4.61868320962041,False,E
183,-4.745535657718488,False,E
184,-4.947894559456084,False,E
185,-5.224448089495041,False,E
186,-5.575022086574676,False,E
187,-6.000279068114883,False,E
188,-6.501192903658721,False,E
189,-7.078268375303551,False,E
190,-7.730447685307196,False,E
191,-8.453629630558844,False,E
192,-9.238734775717084,False,E
193,-10.069304352187938,False,E
194,-10.918756679094034,False,E
195,-11.747685193658926,False,E
196,-12.501994950237048,False,E
197,-13.113198833843848,False,E
198,-13.502626501758883,False,E
199,-13.591178641090869,False,E
200,-13.314931707912962,False,E
201,-12.643975054388243,False,E
202,-11.598141633672142,False,E
203,-10.251390434050023,False,E
204,-8.719650551762138,False,E
205,-7.134980754204585,False,E
206,-5.616666782963867,False,E
207,-4.25086849711429,False,E
208,-3.084099728718754,False,E
209,-2.12814150274946,False,E
210,-1.370410494857532,False,E
211,-0.7846369317369223,False,E
212,-0.3392199568469028,False,E
213,-0.0026746664691723043,False,E
214,0.2533929905864311,False,E
215,0.4530622056267233,False,E
216,0.615964128993156,False,E
217,0.7577450862422287,False,E
218,0.8907962675513962,False,E
219,1.0250502552544012,False,E
220,1.168737204888405,False,E
221,1.3290540017740562,False,E
222,1.5127360838637016,False,E
223,1.7265409658938382,False,E
224,1.9776604190296112,False,E
225,2.274078648116106,False,E
226,2.6248888858309662,False,E
227,3.0405711991607194,False,E
228,3.533218942207105,False,E
229,4.116677280765152,False,E
230,4.806519315680708,False,E
231,5.619725360428991,False,E
232,6.57383743351284,False,E
233,7.685220545786189,False,E
234,8.965865573516957,False,E
235,10.417928724995356,False,E
236,12.025001055714256,False,E
237,13.739180718993484,False,E
238,15.463936801101271,False,E
239,17.035511090231378,False,E
240,18.211405171179134,False,E
241,18.68316052489173,False,E
242,18.136518701885596,False,E
243,16.369597434890842,False,E
244,13.431604099829482,False,E
245,9.680599872788706,False,E
246,5.669076146041274,False,E
247,1.910440639467831,False,E
248,-1.2921386693808041,False,E
249,-3.8541778472996824,False,E
250,-5.8218016902813385,False,E
251,-7.28625701256475,False,E
252,-8.336978689974046,False,E
253,-9.045439269628067,False,E
254,-9.464783265881865,False,E
255,-9.635445754430007,False,E
256,-9.59182614062294,False,E
257,-9.36770521878465,False,E
258,-8.999374329350513,False,E
259,-8.52623360949816,False,E
260,-7.989256580339625,False,E
261,-7.428199007651244,False,E
262,-6.878614950176545,False,E
263,-6.369575287855024,False,E
264,-5.922569954024231,False,E
265,-5.5516198080940535,False,E
266,-5.264302456118938,False,E
267,-5.063272124395217,False,E
268,-4.947889195112412,False,E
269,-4.91569049383625,False,E
270,-4.963557381309833,False,E
271,-5.088536628266784,False,E
272,-5.288327882137071,False,E
273,-5.561475773579768,False,E
274,-5.907304272299037,False,E
275,-6.325615535476169,False,E
276,-6.8161529690250475,False,E
277,-7.377804760799782,False,E
278,-8.007506053020888,False,E
279,-8.698793951200487,False,E
280,-9.439993634626317,False,E
281,-10.212087206009759,False,E
282,-10.986467419995222,False,E
283,-11.723031367511519,False,E
284,-12.369421448859635,False,E
285,-12.862590711377067,False,E
286,-13.134030792864989,False,E
287,-13.119559316153255,False,E
288,-12.773104074634839,False,E
289,-12.081451664851185,False,E
290,-11.07448094230455,False,E
291,-9.825063221113393,False,E
292,-8.436267435439966,False,E
293,-7.0196743957011805,False,E
294,-5.6732781668893715,False,E
295,-4.466923135217803,False,E
296,-3.4382511544488397,False,E
297,-2.5969668608183594,False,E
298,-1.9330435941152206,False,E
299,-1.4251714672863938,False,E
300,-1.0474951414382532,False,E
301,-0.7741380086207701,False,E
302,-0.5817810180817413,False,E
303,-0.45081798366268894,False,E
304,-0.3655959741171567,False,E
305,-0.31413992989448525,False,E
306,-0.2876387017344832,False,E
307,-0.27986700807898446,False,E
308,-0.2866418443969255,False,E
309,-0.3053605593679479,False,E
310,-0.3346360247894405,False,E
311,-0.37402663565510036,False,E
312,-0.42385059444239637,False,E
313,-0.48507144023761034,False,E
314,-0.5592425140539962,False,E
315,-0.6485003244647358,False,E
316,-0.7555995726925437,False,E
317,-0.8839853437462712,False,E
318,-1.0379003700267455,False,E
319,-1.222527149692809,False,E
320,-1.4441658771429173,False,E
321,-1.7104493154398033,False,E
322,-2.030594326804476,False,E
323,-2.415685676425648,False,E
324,-2.878978935218414,False,E
325,-3.436192295326696,False,E
326,-4.105725796995498,False,E
327,-4.908690677553281,False,E
328,-5.8685349653499,False,E
329,-7.009889557245493,False,E
330,-8.35599964444435,False,E
331,-9.923719850032963,False,E
332,-11.714549345069791,False,E
333,-13.699725553927632,False,E
334,-15.797534420270178,False,E
335,-17.84310647781294,False,E
336,-19.557638985134087,False,E
337,-20.538111391752025,False,E
338,-20.30779357670745,False,E
339,-18.471224886079924,False,E
340,-14.957873819412281,False,E
341,-10.198330517222054,False,E
342,-5.004200727529661,False,E
343,-0.16307373863093133,False,E
344,3.8866130343578957,False,E
345,7.0516163111843095,False,E
346,9.402767555308367,False,E
347,11.032167944682708,False,E
348,11.999369182577205,False,E
349,12.334344310446676,False,E
350,12.064820571944423,False,E
351,11.247220130393776,False,E
352,9.985786961024415,False,E
353,8.42964346120999,False,E
354,6.748042185350663,False,E
355,5.096261284595304,False,E
356,3.5888905887581237,False,E
357,2.2900981412894788,False,E
358,1.2192579834931345,False,E
359,0.36420094354332444,False,E
360,-0.30501547206064994,False,E
361,-0.8254400942392507,False,E
362,-1.2343950235404937,False,E
363,-1.565822841800295,False,E
364,-1.8488287513047583,False,E
365,-2.1075575639842454,False,E
366,-2.36178344855478,False,E
367,-2.6278067063451447,False,E
368,-2.9194133735071963,False,E
369,-3.248762135135801,False,E
370,-3.6271291101904346,False,E
371,-4.065474439712801,False,E
372,-4.574802737760104,False,E
373,-5.166276966138464,False,E
374,-5.851014168594556,False,E
375,-6.639441933719952,False,E
376,-7.5400268757605975,False,E
377,-8.557106176963698,False,E
378,-9.687480374280806,False,E
379,-10.915413209978846,False,E
380,-12.205847850818252,False,E
381,-13.49619804385233,False,E
382,-14.68830790776773,False,E
383,-15.644333118560368,False,E
384,-16.19305747990404,False,E
385,-16.154689468797958,False,E
386,-15.388406895586378,False,E
387,-13.853476914449569,False,E
388,-11.654647044573395,False,E
389,-9.03422550581936,False,E
390,-6.299489738201753,False,E
391,-3.723708184336654,False,E
392,-1.4797937737809375,False,E
393,0.3680540180002507,False,E
394,1.834261386456483,False,E
395,2.974501973849471,False,E
396,3.857994334879242,False,E
397,4.551914474309772,False,E
398,5.1144996586435605,False,E
399,5.593065191952169,False,E
400,6.024372320776263,False,E
401,6.435902566947792,False,E
402,6.84729870041777,False,E
403,7.2716209912134255,False,E
404,7.716271403908004,False,E
405,8.183547082408488,False,E
406,8.670848998031866,False,E
407,9.170621072590837,False,E
408,9.670146369436479,False,E
409,10.15138820606692,False,E
410,10.591132932789742,False,E
411,10.961749803007846,False,E
412,11.232893450355851,False,E
413,11.37437888208052,False,E
414,11.360201211107903,False,E
415,11.173242261349282,False,E
416,10.809700282533054,False,E
417,10.281930225800195,False,E
418,9.61848540455287,False,E
419,8.860861433608534,False,E
420,8.057561595362197,False,E
421,7.257087907765252,False,E
422,6.50176631118706,False,E
423,5.823799815131132,False,E
424,5.243975679633023,False,E
425,4.772581423501367,False,E
426,4.411649622742407,False,E
427,4.157656482237364,False,E
428,4.004050774847446,False,E
429,3.9432884000847497,False,E
430,3.9682807583998425,False,E
431,4.073303086555304,False,E
432,4.254467203370241,False,E
433,4.509869260715636,False,E
434,4.839500751157221,False,E
435,5.244975739590407,False,E
436,5.729087405906764,False,E
437,6.295166072155672,False,E
438,6.946170349773015,False,E
439,7.683404966334523,False,E
440,8.504729607500119,False,E
441,9.402118629427834,False,E
442,10.358484232938634,False,E
443,11.343841888117472,False,E
444,12.311256273836529,False,E
445,13.193635499261871,False,E
446,13.903327445717398,False,E
447,14.33733154688689,False,E
448,14.390993994112764,False,E
449,13.98103937379225,False,E
450,13.073779894248249,False,E
451,11.707698329805796,False,E
452,9.996508614408956,False,E
453,8.105432461937964,False,E
454,6.208776231155873,False,E
455,4.448946538940788,False,E
456,2.914235981730012,False,E
457,1.6385951337793145,False,E
458,0.6150088664899795,False,E
459,-0.18784162925430237,False,E
460,-0.8118238734599588,False,E
461,-1.3002915410250093,False,E
462,-1.693139597875993,False,E
463,-2.024734343814727,False,E
464,-2.3235872491807306,False,E
465,-2.612956381656278,False,E
466,-2.9118497782307102,False,E
467,-3.236117583151413,False,E
468,-3.5994590743979487,False,E
469,-4.014253523201154,False,E
470,-4.492164972229338,False,E
471,-5.044480987197647,False,E
472,-5.682130824138602,False,E
473,-6.415292967628581,False,E
474,-7.252448274754472,False,E
475,-8.198668194329914,False,E
476,-9.252862672417725,False,E
477,-10.40368748955332,False,E
478,-11.623908665575476,False,E
479,-12.86339553878376,False,E
480,-14.041794373030054,False,E
481,-15.043544118357948,False,E
482,-15.72014013773363,False,E
483,-15.906354246815113,False,E
484,-15.455695629297143,False,E
485,-14.29192064216947,False,E
486,-12.457540698875105,False,E
487,-10.12760358655827,False,E
488,-7.567176320075952,False,E
489,-5.048355552678709,False,E
490,-2.7746608074942767,False,E
491,-0.8504648808396449,False,E
492,0.7057581239694735,False,E
493,1.9294808473573655,False,E
494,2.880630269684757,False,E
495,3.6242173526906787,False,E
496,4.220226465476034,False,E
497,4.719550256130128,False,E
498,5.163214301400337,False,E
499,5.5831282804999915,False,E
500,6.003369114943673,False,E
501,6.4414711988376965,False,E
502,6.909460234971657,False,E
503,7.4145075949653645,False,E
504,7.959158547685176,False,E
505,8.541135603259224,False,E
506,9.15276222586127,False,E
507,9.7801122327799,False,E
508,10.402082712965932,False,E
509,10.989721401315501,False,E
510,11.506300938304207,False,E
511,11.908770592683787,False,E
512,12.151221459047523,False,E
513,12.190714132449848,False,E
514,11.995100863510244,False,E
515,11.551373838127242,False,E
516,10.872001970676838,False,E
517,9.996448276164996,False,E
518,8.98625620563849,False,E
519,7.914574226629348,False,E
520,6.853434375150148,False,E
521,5.862910479577548,False,E
522,4.984979928171941,False,E
523,4.242564681171931,False,E
524,3.642367051756987,False,E
525,3.17948868822408,False,E
526,2.842179157070058,False,E
527,2.615777606764872,False,E
528,2.4855346245993184,False,E
529,2.4383794095780926,False,E
530,2.46385998576151,False,E
531,2.5545132463763696,False,E
532,2.7058864749898555,False,E
533,2.9163752580660103,False,E
534,3.186985648038846,False,E
535,3.5210791443879144,False,E
536,3.9241184075387348,False,E
537,4.403396767104847,False,E
538,4.9677008172263815,False,E
539,5.626817070545217,False,E
540,6.39074495351217,False,E
541,7.268414761421169,False,E
542,8.265630588286395,False,E
543,9.381877309279126,False,E
544,10.605588706371435,False,E
545,11.907568744633641,False,E
546,13.232681571805633,False,E
547,14.490981577661797,False,E
548,15.551464167028847,False,E
549,16.244517507678136,False,E
550,16.38158112986363,False,E
551,15.798723201993825,False,E
552,14.419561790188666,False,E
553,12.311915050556774,False,E
554,9.697179725844332,False,E
555,6.8888216909802935,False,E
556,4.188165082640278,False,E
557,1.8014875046058623,False,E
558,-0.18197260606456633,False,E
559,-1.763635909955651,False,E
560,-2.9952892210010114,False,E
561,-3.9471769894469966,False,E
562,-4.689405321527028,False,E
563,-5.28344275952628,False,E
564,-5.7794477043681685,False,E
565,-6.216415893847555,False,E
566,-6.623443935793369,False,E
567,-7.021245751824373,False,E
568,-7.423521168325079,False,E
569,-7.838015216926785,False,E
570,-8.267230933057615,False,E
571,-8.708828553197918,False,E
572,-9.155792539076444,False,E
573,-9.596491554285967,False,E
574,-10.014801698363716,False,E
575,-10.390506221888282,False,E
576,-10.700209865983776,False,E
577,-10.91898428184207,False,E
578,-11.022856458311708,False,E
579,-10.992038001420775,False,E
580,-10.81448267751378,False,E
581,-10.48903762509951,False,E
582,-10.027278502150097,False,E
583,-9.453260456440265,False,E
584,-8.800933791221379,False,E
585,-8.10970961100902,False,E
586,-7.419280400508053,False,E
587,-6.764987304074085,False,E
588,-6.174705877623347,False,E
589,-5.667606748483639,False,E
590,-5.254562233466748,False,E
591,-4.939636170529866,False,E
592,-4.722043279332114,False,E
593,-4.598097331184581,False,E
594,-4.5628604610688015,False,E
595,-4.611375368533569,False,E
596,-4.739474947696922,False,E
597,-4.944220621876216,False,E
598,-5.224035622197182,False,E
599,-5.578588314681325,False,E
600,-6.00845555803832,False,E
601,-6.514564940602359,False,E
602,-7.097382855653172,False,E
603,-7.7557875615135625,False,E
604,-8.485549978684682,False,E
605,-9.277353484166987,False,E
606,-10.114340970571346,False,E
607,-10.969319026799253,False,E
608,-11.802019075201882,False,E
609,-12.557241986350919,False,E
610,-13.16525129086309,False,E
611,-13.54621442537217,False,E
612,-13.620340287067473,False,E
613,-13.323948912317132,False,E
614,-12.628658601042181,False,E
615,-11.557071963069694,False,E
616,-10.186542536680776,False,E
617,-8.635992524230105,False,E
618,-7.039145120912629,False,E
619,-5.515297529862617,False,E
620,-4.149331267916761,False,E
621,-2.985895142373428,False,E
622,-2.0349414363889595,False,E
623,-1.2824363060525035,False,E
624,-0.7011220787909048,False,E
625,-0.25881006183788574,False,E
626,0.07628594806799988,False,E
627,0.33268587690632584,False,E
628,0.53450770461347,False,E
629,0.7013970085672098,False,E
630,0.8490314613578815,False,E
631,0.9898762502062631,False,E
632,1.133996197190045,False,E
633,1.2898216105572673,False,E
634,1.4648240968580701,False,E
635,1.6660937233867752,False,E
636,1.9008271606791143,False,E
637,2.176743246357176,False,E
638,2.502441489166994,False,E
639,2.887712295050577,False,E
640,3.3437953131525884,False,E
641,3.8835625867448336,False,E
642,4.521572324438133,False,E
643,5.273890626795923,False,E
644,6.15750290919425,False,E
645,7.1890219555724055,False,E
646,8.382234350525515,False,E
647,9.743812936179664,False,E
648,11.26630438533106,False,E
649,12.917431928861674,False,E
650,14.625217137180307,False,E
651,16.260182893314358,False,E
652,17.62007055613607,False,E
653,18.429744949160934,False,E
654,18.376735677410824,False,E
655,17.200819883206858,False,E
656,14.826347892828533,False,E
657,11.466073383125694,False,E
658,7.591109688775306,False,E
659,3.7435259208862894,False,E
660,0.3240837812817956,False,E
661,-2.490330190273659,False,E
662,-4.694477721775707,False,E
663,-6.36417120139713,False,E
664,-7.592530703497522,False,E
665,-8.461168687416146,False,E
666,-9.03304217328865,False,E
667,-9.355032340834056,False,E
668,-9.463611504363211,False,E
669,-9.390465223068833,False,E
670,-9.166672180413315,False,E
671,-8.824903753413844,False,E
672,-8.399652106136768,False,E
673,-7.9259211847827995,False,E
674,-7.437096275918468,False,E
675,-6.962770520326826,False,E
676,-6.527141913332196,False,E
677,-6.148289325001883,False,E
678,-5.838324483214884,False,E
679,-5.604202787613588,False,E
680,-5.448893244209119,False,E
681,-5.37263049312007,False,E
682,-5.374048920365964,False,E
683,-5.451085137321837,False,E
684,-5.601604296995917,False,E
685,-5.823748856911819,False,E
686,-6.116027304719662,False,E
687,-6.477161374903439,False,E
688,-6.905700599532672,False,E
689,-7.399399426803917,False,E
690,-7.9543412937237,False,E
691,-8.563793793162855,False,E
692,-9.216799967676865,False,E
693,-9.896567006336266,False,E
694,-10.578821814141842,False,E
695,-11.230475363131927,False,E
696,-11.809165991139336,False,E
697,-12.26447789198919,False,E
698,-12.541713638605795,False,E
699,-12.588807712196898,False,E
700,-12.366066523445063,False,E
701,-11.856906162554381,False,E
702,-11.076175945457202,False,E
703,-10.072146920846704,False,E
704,-8.919890048089842,False,E
705,-7.707352146563719,False,E
706,-6.518914597984671,False,E
707,-5.422130866794076,False,E
708,-4.461139117141624,False,E
709,-3.6568044907792125,False,E
710,-3.011276337734749,False,E
711,-2.514174862262341,False,E
712,-2.148402047508578,False,E
713,-1.8946261377060016,False,E
714,-1.7342643658627308,False,E
715,-1.651186259021042,False,E
716,-1.6324866619817273,False,E
717,-1.668662504561517,False,E
718,-1.753457755892344,False,E
719,-1.8835626816442912,False,E
720,-2.05828569314979,False,E
721,-2.2792641789970123,False,E
722,-2.5502437605004826,False,E
723,-2.8769297900412014,False,E
724,-3.2668960788096393,False,E
725,-3.729518974759839,False,E
726,-4.275884904456781,False,E
727,-4.918590602661599,False,E
728,-5.671310675348238,False,E
729,-6.547938962480755,False,E
730,-7.561010764788795,False,E
731,-8.718980225157786,False,E
732,-10.021778047887121,False,E
733,-11.453976001776892,False,E
734,-12.975010015863978,False,E
735,-14.506627130425208,False,E
736,-15.919629347534126,False,E
737,-17.02574233817691,False,E
738,-17.585804066335157,False,E
739,-17.34914733146478,False,E
740,-16.132417038113115,False,E
741,-13.919025043438356,False,E
742,-10.920310153620656,False,E
743,-7.531341346798079,False,E
744,-4.184095310407404,False,E
745,-1.1967404397481745,False,E
746,1.2840999806365416,False,E
747,3.2487593479363284,False,E
748,4.759898306144665,False,E
749,5.902591713949066,False,E
750,6.7580220389238495,False,E
751,7.393611123768917,False,E
752,7.861515943979598,False,E
753,8.200508352933532,False,E
754,8.438807371649231,False,E
755,8.596846039061601,False,E
756,8.689618215076566,False,E
757,8.728529624857112,False,E
758,8.722781453218165,False,E
759,8.680346458680196,False,E
760,8.60860312782432,False,E
761,8.514691935117545,False,E
762,8.405655687280293,False,E
763,8.28842389847373,False,E
764,8.169697802756113,False,E
765,8.055786558462861,False,E
766,7.95243597345601,False,E
767,7.864679385367162,False,E
768,7.796727714697177,False,E
769,7.751903971795779,False,E
770,7.732618130607322,False,E
771,7.740372121597288,False,E
772,7.7757818777395205,False,E
773,7.838603485670875,False,E
774,7.927752866864902,False,E
775,8.041312326673982,False,E
776,8.176522173598064,False,E
777,8.329761011776746,False,E
778,8.496523953218883,False,E
779,8.671413587476419,False,E
780,8.848163624033008,False,E
781,9.019718896301086,False,E
782,9.178396663867941,False,E
783,9.316151260141948,False,E
784,9.42495539427978,False,E
785,9.497295633728069,False,E
786,9.52675700636081,False,E
787,9.50864493050275,False,E
788,9.44056744004213,False,E
789,9.322884962185048,False,E
790,9.15893701955185,False,E
791,8.954980203713475,False,E
792,8.7198178765357,False,E
793,8.46415939340388,False,E
794,8.199799447613504,False,E
795,7.938740563371958,False,E
796,7.692384472822762,False,E
797,7.470892074951035,False,E
798,7.282767133201358,False,E
799,7.134670278870251,False,E
800,7.0314299268392215,False,E
801,6.9761923852707355,False,E
802,6.970645476492416,False,E
803,7.015254711118032,False,E
804,7.109463121104191,False,E
805,7.25182043151288,False,E
806,7.440021179239037,False,E
807,7.670843410672273,False,E
808,7.939990032629742,False,E
809,8.24184514637644,False,E
810,8.56916968542339,False,E
811,8.912776270020741,False,E
812,9.261243443552235,False,E
813,9.600753551635584,False,E
814,9.915162355279778,False,E
815,10.186423190148554,False,E
816,10.395479996498825,False,E
817,10.52369464092017,False,E
818,10.55477114024988,False,E
819,10.476984990812998,False,E
820,10.28535146113513,False,E
821,9.983238179151064,False,E
822,9.58292705956528,False,E
823,9.104813680147082,False,E
824,8.575275267259475,False,E
825,8.023622911388928,False,E
826,7.47881490136785,False,E
827,6.966630837884164,False,E
828,6.507796091888333,False,E
829,6.117219260618838,False,E
830,5.80420759467678,False,E
831,5.57335109266122,False,E
832,5.4257289378686,False,E
833,5.360150163675377,False,E
834,5.3742373906560355,False,E
835,5.465255422350145,False,E
836,5.6306542796137435,False,E
837,5.868334667135529,False,E
838,6.176657671314655,False,E
839,6.554217421503104,False,E
840,6.999383165414359,False,E
841,7.509602606343497,False,E
842,8.080448296478922,False,E
843,8.704391716592056,False,E
844,9.369316821917801,False,E
845,10.056851564556354,False,E
846,10.740719227299012,False,E
847,11.3855015752501,False,E
848,11.946446864034412,False,E
849,12.371173301844959,False,E
850,12.6041468258744,False,E
851,12.59440000221019,False,E
852,12.305887801475023,False,E
853,11.72823541090896,False,E
854,10.884129936927657,False,E
855,9.829496160325368,False,E
856,8.644812498735956,False,E
857,7.419816254215982,False,E
858,6.237011562343792,False,E
859,5.159546097712733,False,E
860,4.226233734725073,False,E
861,3.4530417752922298,False,E
862,2.8383828612394897,False,E
863,2.3694719116189304,False,E
864,2.027963218175102,False,E
865,1.7941281693136266,False,E
866,1.6495308398971862,False,E
867,1.578483094020463,False,E
868,1.5686421450472758,False,E
869,1.6110767253931912,False,E
870,1.700051156222189,False,E
871,1.8326981031052143,False,E
872,2.008685660986051,False,E
873,2.229935913854616,False,E
874,2.5004183187063687,False,E
875,2.8260182001392833,False,E
876,3.2144637344989153,False,E
877,3.6752793238677537,False,E
878,4.21971423427323,False,E
879,4.860567156929933,False,E
880,5.611783140249872,False,E
881,6.487631025630586,False,E
882,7.501168926040269,False,E
883,8.661569082949441,False,E
884,9.969716500201217,False,E
885,11.411381457059171,False,E
886,12.947364480460207,False,E
887,14.500688145648862,False,E
888,15.942786541400906,False,E
889,17.08443077875484,False,E
890,17.682710903195545,False,E
891,17.479590803171746,False,E
892,16.28157459192501,False,E
893,14.062864049482453,False,E
894,11.032044492084415,False,E
895,7.59084824784539,False,E
896,4.183875376067094,False,E
897,1.140690207311084,False,E
898,-1.386169781557871,False,E
899,-3.3858714898887934,False,E
900,-4.922003457195697,False,E
901,-6.080764283363851,False,E
902,-6.94394717543933,False,E
903,-7.579059952258394,False,E
904,-8.038067269878143,False,E
905,-8.35955767786955,False,E
906,-8.57182091464148,False,E
907,-8.695789685776514,False,E
908,-8.747482078805017,False,E
909,-8.739866425426886,False,E
910,-8.684180108338483,False,E
911,-8.590773068380946,False,E
912,-8.469561031581238,False,E
913,-8.330179293846285,False,E
914,-8.181928941229964,False,E
915,-8.033602754124516,False,E
916,-7.893266667867252,False,E
917,-7.76805518982503,False,E
918,-7.664018140662348,False,E
919,-7.5860350064662425,False,E
920,-7.53779531508398,False,E
921,-7.5218308681927795,False,E
922,-7.539578974111884,False,E
923,-7.591454409090075,False,E
924,-7.676910377583155,False,E
925,-7.794473815618046,False,E
926,-7.9417468341376285,False,E
927,-8.11537323127904,False,E
928,-8.310976540367058,False,E
929,-8.523084007014884,False,E
930,-8.745059177421684,False,E
931,-8.969074067507439,False,E
932,-9.186159122543241,False,E
933,-9.386373354161773,False,E
934,-9.559135103990114,False,E
935,-9.693742134087707,False,E
936,-9.780084959897788,False,E
937,-9.809518711261802,False,E
938,-9.775810329171726,False,E
939,-9.676030119757746,False,E
940,-9.511225994452593,False,E
941,-9.286722789215203,False,E
942,-9.011938591477543,False,E
943,-8.69970036234139,False,E
944,-8.365149344848378,False,E
945,-8.024418213245777,False,E
946,-7.693305314277975,False,E
947,-7.38615355685872,False,E
948,-7.115073290427211,False,E
949,-6.889557592359432,False,E
950,-6.716455068442349,False,E
